p	x	y	r	g	b	a
998	998	0	0	0	0	0
999	999	0	0	0	0	0
1000	1000	0	0	0	0	0
1001	1001	0	0	0	0	0
1002	1002	0	0	0	0	0
1003	1003	0	0	0	0	0
1004	1004	0	0	0	0	0
1005	1005	0	0	0	0	0
1006	1006	0	0	0	0	0
1007	1007	0	0	0	0	0
1008	1008	0	0	0	0	0
1009	1009	0	0	0	0	0
1010	1010	0	0	0	0	0
1011	1011	0	0	0	0	0
1012	1012	0	0	0	0	0
1013	1013	0	0	0	0	0
1014	1014	0	0	0	0	0
1015	1015	0	0	0	0	0
1016	1016	0	0	0	0	0
1017	1017	0	0	0	0	0
1018	1018	0	0	0	0	0
1019	1019	0	0	0	0	0
1020	1020	0	0	0	0	0
1021	1021	0	0	0	0	0
1022	1022	0	0	0	0	0
1023	1023	0	0	0	0	0
1024	1024	0	0	0	0	0
1025	1025	0	0	0	0	0
1026	1026	0	0	0	0	0
1027	1027	0	0	0	0	0
1028	1028	0	0	0	0	0
1029	1029	0	0	0	0	0
1030	1030	0	0	0	0	0
1031	1031	0	0	0	0	0
1032	1032	0	0	0	0	0
1033	1033	0	0	0	0	0
1034	1034	0	0	0	0	0
1035	1035	0	0	0	0	0
1036	1036	0	0	0	0	0
1037	1037	0	0	0	0	0
1038	1038	0	0	0	0	0
1039	1039	0	0	0	0	0
1040	1040	0	0	0	0	0
1041	1041	0	0	0	0	0
1042	1042	0	0	0	0	0
1043	1043	0	0	0	0	0
1044	1044	0	0	0	0	0
1045	1045	0	0	0	0	0
1046	1046	0	0	0	0	0
1047	1047	0	0	0	0	0
1048	1048	0	0	0	0	0
1049	1049	0	0	0	0	0
1050	1050	0	0	0	0	0
1051	1051	0	0	0	0	0
1052	1052	0	0	0	0	0
1053	1053	0	0	0	0	0
1054	1054	0	0	0	0	0
1055	1055	0	0	0	0	0
1056	1056	0	0	0	0	0
1057	1057	0	0	0	0	0
1058	1058	0	0	0	0	0
1059	1059	0	0	0	0	0
1060	1060	0	0	0	0	0
1061	1061	0	0	0	0	0
1062	1062	0	0	0	0	0
1063	1063	0	0	0	0	0
1064	1064	0	0	0	0	0
1065	1065	0	0	0	0	0
1066	1066	0	0	0	0	0
1067	1067	0	0	0	0	0
1068	1068	0	0	0	0	0
1069	1069	0	0	0	0	0
1070	1070	0	0	0	0	0
1071	1071	0	0	0	0	0
1072	1072	0	0	0	0	0
1073	1073	0	0	0	0	0
1074	1074	0	0	0	0	0
1075	1075	0	0	0	0	0
1076	1076	0	0	0	0	0
1077	1077	0	0	0	0	0
1078	1078	0	0	0	0	0
1079	1079	0	0	0	0	0
1080	1080	0	0	0	0	0
1081	1081	0	0	0	0	0
1082	1082	0	0	0	0	0
1083	1083	0	0	0	0	0
1084	1084	0	0	0	0	0
1085	1085	0	0	0	0	0
1086	1086	0	0	0	0	0
1087	1087	0	0	0	0	0
1088	1088	0	0	0	0	0
1089	1089	0	0	0	0	0
1090	1090	0	0	0	0	0
1091	1091	0	0	0	0	0
1092	1092	0	0	0	0	0
1093	1093	0	0	0	0	0
1094	1094	0	0	0	0	0
1095	1095	0	0	0	0	0
1096	1096	0	0	0	0	0
1097	1097	0	0	0	0	0
1098	1098	0	0	0	0	0
1099	1099	0	0	0	0	0
1100	1100	0	0	0	0	0
1101	1101	0	0	0	0	0
1102	1102	0	0	0	0	0
1103	1103	0	0	0	0	0
1104	1104	0	0	0	0	0
1105	1105	0	0	0	0	0
1106	1106	0	0	0	0	0
1107	1107	0	0	0	0	0
1108	1108	0	0	0	0	0
1109	1109	0	0	0	0	0
1110	1110	0	0	0	0	0
1111	1111	0	0	0	0	0
1112	1112	0	0	0	0	0
1113	1113	0	0	0	0	0
1114	1114	0	0	0	0	0
1115	1115	0	0	0	0	0
1116	1116	0	0	0	0	0
1117	1117	0	0	0	0	0
1118	1118	0	0	0	0	0
1119	1119	0	0	0	0	0
1120	1120	0	0	0	0	0
1121	1121	0	0	0	0	0
1122	1122	0	0	0	0	0
1123	1123	0	0	0	0	0
1124	1124	0	0	0	0	0
1125	1125	0	0	0	0	0
1126	1126	0	0	0	0	0
1127	1127	0	0	0	0	0
1128	1128	0	0	0	0	0
1129	1129	0	0	0	0	0
1130	1130	0	0	0	0	0
1131	1131	0	0	0	0	0
1132	1132	0	0	0	0	0
1133	1133	0	0	0	0	0
1134	1134	0	0	0	0	0
1135	1135	0	0	0	0	0
1136	1136	0	0	0	0	0
1137	1137	0	0	0	0	0
1138	1138	0	0	0	0	0
1139	1139	0	0	0	0	0
1140	1140	0	0	0	0	0
1141	1141	0	0	0	0	0
1142	1142	0	0	0	0	0
1143	1143	0	0	0	0	0
1144	1144	0	0	0	0	0
1145	1145	0	0	0	0	0
1146	1146	0	0	0	0	0
1147	1147	0	0	0	0	0
1148	1148	0	0	0	0	0
1149	1149	0	0	0	0	0
1150	1150	0	0	0	0	0
1151	1151	0	0	0	0	0
1152	1152	0	0	0	0	0
1153	1153	0	0	0	0	0
1154	1154	0	0	0	0	0
1155	1155	0	0	0	0	0
1156	1156	0	0	0	0	0
1157	1157	0	0	0	0	0
1158	1158	0	0	0	0	0
1159	1159	0	0	0	0	0
1160	1160	0	0	0	0	0
1161	1161	0	0	0	0	0
1162	1162	0	0	0	0	0
1163	1163	0	0	0	0	0
1164	1164	0	0	0	0	0
1165	1165	0	0	0	0	0
1166	1166	0	0	0	0	0
1167	1167	0	0	0	0	0
1168	1168	0	0	0	0	0
1169	1169	0	0	0	0	0
1170	1170	0	0	0	0	0
1171	1171	0	0	0	0	0
1172	1172	0	0	0	0	0
1173	1173	0	0	0	0	0
1174	1174	0	0	0	0	0
1175	1175	0	0	0	0	0
1176	1176	0	0	0	0	0
1177	1177	0	0	0	0	0
1178	1178	0	0	0	0	0
1179	1179	0	0	0	0	0
1180	1180	0	0	0	0	0
1181	1181	0	0	0	0	0
1182	1182	0	0	0	0	0
1183	1183	0	0	0	0	0
1184	1184	0	0	0	0	0
1185	1185	0	0	0	0	0
1186	1186	0	0	0	0	0
1187	1187	0	0	0	0	0
1188	1188	0	0	0	0	0
1189	1189	0	0	0	0	0
1190	1190	0	0	0	0	0
1191	1191	0	0	0	0	0
1192	1192	0	0	0	0	0
1193	1193	0	0	0	0	0
1194	1194	0	0	0	0	0
1195	1195	0	0	0	0	0
1196	1196	0	0	0	0	0
1197	1197	0	0	0	0	0
1198	1198	0	0	0	0	0
1199	1199	0	0	0	0	0
1200	1200	0	0	0	0	0
1201	1201	0	0	0	0	0
1202	1202	0	0	0	0	0
1203	1203	0	0	0	0	0
1204	1204	0	0	0	0	0
1205	1205	0	0	0	0	0
1206	1206	0	0	0	0	0
1207	1207	0	0	0	0	0
1208	1208	0	0	0	0	0
1209	1209	0	0	0	0	0
1210	1210	0	0	0	0	0
1211	1211	0	0	0	0	0
1212	1212	0	0	0	0	0
1213	1213	0	0	0	0	0
1214	1214	0	0	0	0	0
1215	1215	0	0	0	0	0
1216	1216	0	0	0	0	0
1217	1217	0	0	0	0	0
1218	1218	0	0	0	0	0
1219	1219	0	0	0	0	0
1220	1220	0	0	0	0	0
1221	1221	0	0	0	0	0
1222	1222	0	0	0	0	0
1223	1223	0	0	0	0	0
1224	1224	0	0	0	0	0
1225	1225	0	0	0	0	0
1226	1226	0	0	0	0	0
1227	1227	0	0	0	0	0
1228	1228	0	0	0	0	0
1229	1229	0	0	0	0	0
1230	1230	0	0	0	0	0
1231	1231	0	0	0	0	0
1232	1232	0	0	0	0	0
1233	1233	0	0	0	0	0
1234	1234	0	0	0	0	0
1235	1235	0	0	0	0	0
1236	1236	0	0	0	0	0
1237	1237	0	0	0	0	0
1238	1238	0	0	0	0	0
1239	1239	0	0	0	0	0
1240	1240	0	0	0	0	0
1241	1241	0	0	0	0	0
1242	1242	0	0	0	0	0
1243	1243	0	0	0	0	0
1244	1244	0	0	0	0	0
1245	1245	0	0	0	0	0
1246	1246	0	0	0	0	0
1247	1247	0	0	0	0	0
1248	1248	0	0	0	0	0
1249	1249	0	0	0	0	0
1250	1250	0	0	0	0	0
1251	1251	0	0	0	0	0
1252	1252	0	0	0	0	0
1253	1253	0	0	0	0	0
1254	1254	0	0	0	0	0
1255	1255	0	0	0	0	0
1256	1256	0	0	0	0	0
1257	1257	0	0	0	0	0
1258	1258	0	0	0	0	0
1259	1259	0	0	0	0	0
1260	1260	0	0	0	0	0
1261	1261	0	0	0	0	0
1262	1262	0	0	0	0	0
1263	1263	0	0	0	0	0
1264	1264	0	0	0	0	0
1265	1265	0	0	0	0	0
1266	1266	0	0	0	0	0
1267	1267	0	0	0	0	0
1268	1268	0	0	0	0	0
1269	1269	0	0	0	0	0
1270	1270	0	0	0	0	0
1271	1271	0	0	0	0	0
1272	1272	0	0	0	0	0
1273	1273	0	0	0	0	0
1274	1274	0	0	0	0	0
1275	1275	0	0	0	0	0
1276	1276	0	0	0	0	0
1277	1277	0	0	0	0	0
1278	1278	0	0	0	0	0
1279	1279	0	0	0	0	0
1280	1280	0	0	0	0	0
1281	1281	0	0	0	0	0
1282	1282	0	0	0	0	0
1283	1283	0	0	0	0	0
1284	1284	0	0	0	0	0
1285	1285	0	0	0	0	0
1286	1286	0	0	0	0	0
1287	1287	0	0	0	0	0
1288	1288	0	0	0	0	0
1289	1289	0	0	0	0	0
1290	1290	0	0	0	0	0
1291	1291	0	0	0	0	0
1292	1292	0	0	0	0	0
1293	1293	0	0	0	0	0
1294	1294	0	0	0	0	0
1295	1295	0	0	0	0	0
1296	1296	0	0	0	0	0
1297	1297	0	0	0	0	0
1298	1298	0	0	0	0	0
1299	1299	0	0	0	0	0
1300	1300	0	0	0	0	0
1301	1301	0	0	0	0	0
1302	1302	0	0	0	0	0
1303	1303	0	0	0	0	0
1304	1304	0	0	0	0	0
1305	1305	0	0	0	0	0
1306	1306	0	0	0	0	0
1307	1307	0	0	0	0	0
1308	1308	0	0	0	0	0
1309	1309	0	0	0	0	0
1310	1310	0	0	0	0	0
1311	1311	0	0	0	0	0
1312	1312	0	0	0	0	0
1313	1313	0	0	0	0	0
1314	1314	0	0	0	0	0
1315	1315	0	0	0	0	0
1316	1316	0	0	0	0	0
1317	1317	0	0	0	0	0
1318	1318	0	0	0	0	0
1319	1319	0	0	0	0	0
1320	1320	0	0	0	0	0
1321	1321	0	0	0	0	0
1322	1322	0	0	0	0	0
1323	1323	0	0	0	0	0
1324	1324	0	0	0	0	0
1325	1325	0	0	0	0	0
1326	1326	0	0	0	0	0
1327	1327	0	0	0	0	0
1328	1328	0	0	0	0	0
1329	1329	0	0	0	0	0
1330	1330	0	0	0	0	0
1331	1331	0	0	0	0	0
1332	1332	0	0	0	0	0
1333	1333	0	0	0	0	0
1334	1334	0	0	0	0	0
1335	1335	0	0	0	0	0
1336	1336	0	0	0	0	0
1337	1337	0	0	0	0	0
1338	1338	0	0	0	0	0
1339	1339	0	0	0	0	0
1340	1340	0	0	0	0	0
1341	1341	0	0	0	0	0
1342	1342	0	0	0	0	0
1343	1343	0	0	0	0	0
1344	1344	0	0	0	0	0
1345	1345	0	0	0	0	0
1346	1346	0	0	0	0	0
1347	1347	0	0	0	0	0
1348	1348	0	0	0	0	0
1349	1349	0	0	0	0	0
1350	1350	0	0	0	0	0
1351	1351	0	0	0	0	0
1352	1352	0	0	0	0	0
1353	1353	0	0	0	0	0
1354	1354	0	0	0	0	0
1355	1355	0	0	0	0	0
1356	1356	0	0	0	0	0
1357	1357	0	0	0	0	0
1358	1358	0	0	0	0	0
1359	1359	0	0	0	0	0
1360	1360	0	0	0	0	0
1361	1361	0	0	0	0	0
1362	1362	0	0	0	0	0
1363	1363	0	0	0	0	0
1364	1364	0	0	0	0	0
1365	1365	0	0	0	0	0
1366	1366	0	0	0	0	0
1367	1367	0	0	0	0	0
1368	1368	0	0	0	0	0
1369	1369	0	0	0	0	0
1370	1370	0	0	0	0	0
1371	1371	0	0	0	0	0
1372	1372	0	0	0	0	0
1373	1373	0	0	0	0	0
1374	1374	0	0	0	0	0
1375	1375	0	0	0	0	0
1376	1376	0	0	0	0	0
1377	1377	0	0	0	0	0
1378	1378	0	0	0	0	0
1379	1379	0	0	0	0	0
1380	1380	0	0	0	0	0
1381	1381	0	0	0	0	0
1382	1382	0	0	0	0	0
1383	1383	0	0	0	0	0
1384	1384	0	0	0	0	0
1385	1385	0	0	0	0	0
1386	1386	0	0	0	0	0
1387	1387	0	0	0	0	0
1388	1388	0	0	0	0	0
1389	1389	0	0	0	0	0
1390	1390	0	0	0	0	0
1391	1391	0	0	0	0	0
1392	1392	0	0	0	0	0
1393	1393	0	0	0	0	0
1394	1394	0	0	0	0	0
1395	1395	0	0	0	0	0
1396	1396	0	0	0	0	0
1397	1397	0	0	0	0	0
1398	1398	0	0	0	0	0
1399	1399	0	0	0	0	0
1400	1400	0	0	0	0	0
1401	1401	0	0	0	0	0
1402	1402	0	0	0	0	0
1403	1403	0	0	0	0	0
1404	1404	0	0	0	0	0
1405	1405	0	0	0	0	0
1406	1406	0	0	0	0	0
1407	1407	0	0	0	0	0
1408	1408	0	0	0	0	0
1409	1409	0	0	0	0	0
1410	1410	0	0	0	0	0
1411	1411	0	0	0	0	0
1412	1412	0	0	0	0	0
1413	1413	0	0	0	0	0
1414	1414	0	0	0	0	0
1415	1415	0	0	0	0	0
1416	1416	0	0	0	0	0
1417	1417	0	0	0	0	0
1418	1418	0	0	0	0	0
1419	1419	0	0	0	0	0
1420	1420	0	0	0	0	0
1421	1421	0	0	0	0	0
1422	1422	0	0	0	0	0
1423	1423	0	0	0	0	0
1424	1424	0	0	0	0	0
1425	1425	0	0	0	0	0
1426	1426	0	0	0	0	0
1427	1427	0	0	0	0	0
1428	1428	0	0	0	0	0
1429	1429	0	0	0	0	0
1430	1430	0	0	0	0	0
1431	1431	0	0	0	0	0
1432	1432	0	0	0	0	0
1433	1433	0	0	0	0	0
1434	1434	0	0	0	0	0
1435	1435	0	0	0	0	0
1436	1436	0	0	0	0	0
1437	1437	0	0	0	0	0
1438	1438	0	0	0	0	0
1439	1439	0	0	0	0	0
1440	1440	0	0	0	0	0
1441	1441	0	0	0	0	0
1442	1442	0	0	0	0	0
1443	1443	0	0	0	0	0
1444	1444	0	0	0	0	0
1445	1445	0	0	0	0	0
1446	1446	0	0	0	0	0
1447	1447	0	0	0	0	0
1448	1448	0	0	0	0	0
1449	1449	0	0	0	0	0
1450	1450	0	0	0	0	0
1451	1451	0	0	0	0	0
1452	1452	0	0	0	0	0
1453	1453	0	0	0	0	0
1454	1454	0	0	0	0	0
1455	1455	0	0	0	0	0
1456	1456	0	0	0	0	0
1457	1457	0	0	0	0	0
1458	1458	0	0	0	0	0
1459	1459	0	0	0	0	0
1460	1460	0	0	0	0	0
1461	1461	0	0	0	0	0
1462	1462	0	0	0	0	0
1463	1463	0	0	0	0	0
1464	1464	0	0	0	0	0
1465	1465	0	0	0	0	0
1466	1466	0	0	0	0	0
1467	1467	0	0	0	0	0
1468	1468	0	0	0	0	0
1469	1469	0	0	0	0	0
1470	1470	0	0	0	0	0
1471	1471	0	0	0	0	0
1472	1472	0	0	0	0	0
1473	1473	0	0	0	0	0
1474	1474	0	0	0	0	0
1475	1475	0	0	0	0	0
1476	1476	0	0	0	0	0
1477	1477	0	0	0	0	0
1478	1478	0	0	0	0	0
1479	1479	0	0	0	0	0
1480	1480	0	0	0	0	0
1481	1481	0	0	0	0	0
1482	1482	0	0	0	0	0
1483	1483	0	0	0	0	0
1484	1484	0	0	0	0	0
1485	1485	0	0	0	0	0
1486	1486	0	0	0	0	0
1487	1487	0	0	0	0	0
1488	1488	0	0	0	0	0
1489	1489	0	0	0	0	0
1490	1490	0	0	0	0	0
1491	1491	0	0	0	0	0
1492	1492	0	0	0	0	0
1493	1493	0	0	0	0	0
1494	1494	0	0	0	0	0
1495	1495	0	0	0	0	0
1496	1496	0	0	0	0	0
1497	1497	0	0	0	0	0
1498	1498	0	0	0	0	0
1499	1499	0	0	0	0	0
1500	1500	0	0	0	0	0
1501	1501	0	0	0	0	0
1502	1502	0	0	0	0	0
1503	1503	0	0	0	0	0
1504	1504	0	0	0	0	0
1505	1505	0	0	0	0	0
1506	1506	0	0	0	0	0
1507	1507	0	0	0	0	0
1508	1508	0	0	0	0	0
1509	1509	0	0	0	0	0
1510	1510	0	0	0	0	0
1511	1511	0	0	0	0	0
1512	1512	0	0	0	0	0
1513	1513	0	0	0	0	0
1514	1514	0	0	0	0	0
1515	1515	0	0	0	0	0
1516	1516	0	0	0	0	0
1517	1517	0	0	0	0	0
1518	1518	0	0	0	0	0
1519	1519	0	0	0	0	0
1520	1520	0	0	0	0	0
1521	1521	0	0	0	0	0
1522	1522	0	0	0	0	0
1523	1523	0	0	0	0	0
1524	1524	0	0	0	0	0
1525	1525	0	0	0	0	0
1526	1526	0	0	0	0	0
1527	1527	0	0	0	0	0
1528	1528	0	0	0	0	0
1529	1529	0	0	0	0	0
1530	1530	0	0	0	0	0
1531	1531	0	0	0	0	0
1532	1532	0	0	0	0	0
1533	1533	0	0	0	0	0
1534	1534	0	0	0	0	0
1535	1535	0	0	0	0	0
1536	1536	0	0	0	0	0
1537	1537	0	0	0	0	0
1538	1538	0	0	0	0	0
1539	1539	0	0	0	0	0
1540	1540	0	0	0	0	0
1541	1541	0	0	0	0	0
1542	1542	0	0	0	0	0
1543	1543	0	0	0	0	0
1544	1544	0	0	0	0	0
1545	1545	0	0	0	0	0
1546	1546	0	0	0	0	0
1547	1547	0	0	0	0	0
1548	1548	0	0	0	0	0
1549	1549	0	0	0	0	0
1550	1550	0	0	0	0	0
1551	1551	0	0	0	0	0
1552	1552	0	0	0	0	0
1553	1553	0	0	0	0	0
1554	1554	0	0	0	0	0
1555	1555	0	0	0	0	0
1556	1556	0	0	0	0	0
1557	1557	0	0	0	0	0
1558	1558	0	0	0	0	0
1559	1559	0	0	0	0	0
1560	1560	0	0	0	0	0
1561	1561	0	0	0	0	0
1562	1562	0	0	0	0	0
1563	1563	0	0	0	0	0
1564	1564	0	0	0	0	0
1565	1565	0	0	0	0	0
1566	1566	0	0	0	0	0
1567	1567	0	0	0	0	0
1568	1568	0	0	0	0	0
1569	1569	0	0	0	0	0
1570	1570	0	0	0	0	0
1571	1571	0	0	0	0	0
1572	1572	0	0	0	0	0
1573	1573	0	0	0	0	0
1574	1574	0	0	0	0	0
1575	1575	0	0	0	0	0
1576	1576	0	0	0	0	0
1577	1577	0	0	0	0	0
1578	1578	0	0	0	0	0
1579	1579	0	0	0	0	0
1580	1580	0	0	0	0	0
1581	1581	0	0	0	0	0
1582	1582	0	0	0	0	0
1583	1583	0	0	0	0	0
1584	1584	0	0	0	0	0
1585	1585	0	0	0	0	0
1586	1586	0	0	0	0	0
1587	1587	0	0	0	0	0
1588	1588	0	0	0	0	0
1589	1589	0	0	0	0	0
1590	1590	0	0	0	0	0
1591	1591	0	0	0	0	0
1592	1592	0	0	0	0	0
1593	1593	0	0	0	0	0
1594	1594	0	0	0	0	0
1595	1595	0	0	0	0	0
1596	1596	0	0	0	0	0
1597	1597	0	0	0	0	0
1598	1598	0	0	0	0	0
1599	1599	0	0	0	0	0
1600	1600	0	0	0	0	0
1601	1601	0	0	0	0	0
1602	1602	0	0	0	0	0
1603	1603	0	0	0	0	0
1604	1604	0	0	0	0	0
1605	1605	0	0	0	0	0
1606	1606	0	0	0	0	0
1607	1607	0	0	0	0	0
1608	1608	0	0	0	0	0
1609	1609	0	0	0	0	0
1610	1610	0	0	0	0	0
1611	1611	0	0	0	0	0
1612	1612	0	0	0	0	0
1613	1613	0	0	0	0	0
1614	1614	0	0	0	0	0
1615	1615	0	0	0	0	0
1616	1616	0	0	0	0	0
1617	1617	0	0	0	0	0
1618	1618	0	0	0	0	0
1619	1619	0	0	0	0	0
1620	1620	0	0	0	0	0
1621	1621	0	0	0	0	0
1622	1622	0	0	0	0	0
1623	1623	0	0	0	0	0
1624	1624	0	0	0	0	0
1625	1625	0	0	0	0	0
1626	1626	0	0	0	0	0
1627	1627	0	0	0	0	0
1628	1628	0	0	0	0	0
1629	1629	0	0	0	0	0
1630	1630	0	0	0	0	0
1631	1631	0	0	0	0	0
1632	1632	0	0	0	0	0
1633	1633	0	0	0	0	0
1634	1634	0	0	0	0	0
1635	1635	0	0	0	0	0
1636	1636	0	0	0	0	0
1637	1637	0	0	0	0	0
1638	1638	0	0	0	0	0
1639	1639	0	0	0	0	0
1640	1640	0	0	0	0	0
1641	1641	0	0	0	0	0
1642	1642	0	0	0	0	0
1643	1643	0	0	0	0	0
1644	1644	0	0	0	0	0
1645	1645	0	0	0	0	0
1646	1646	0	0	0	0	0
1647	1647	0	0	0	0	0
1648	1648	0	0	0	0	0
1649	1649	0	0	0	0	0
1650	1650	0	0	0	0	0
1651	1651	0	0	0	0	0
1652	1652	0	0	0	0	0
1653	1653	0	0	0	0	0
1654	1654	0	0	0	0	0
1655	1655	0	0	0	0	0
1656	1656	0	0	0	0	0
1657	1657	0	0	0	0	0
1658	1658	0	0	0	0	0
1659	1659	0	0	0	0	0
1660	1660	0	0	0	0	0
1661	1661	0	0	0	0	0
1662	1662	0	0	0	0	0
1663	1663	0	0	0	0	0
1664	1664	0	0	0	0	0
1665	1665	0	0	0	0	0
1666	1666	0	0	0	0	0
1667	1667	0	0	0	0	0
1668	1668	0	0	0	0	0
1669	1669	0	0	0	0	0
1670	1670	0	0	0	0	0
1671	1671	0	0	0	0	0
1672	1672	0	0	0	0	0
1673	1673	0	0	0	0	0
1674	1674	0	0	0	0	0
1675	1675	0	0	0	0	0
1676	1676	0	0	0	0	0
1677	1677	0	0	0	0	0
1678	1678	0	0	0	0	0
1679	1679	0	0	0	0	0
1680	1680	0	0	0	0	0
1681	1681	0	0	0	0	0
1682	1682	0	0	0	0	0
1683	1683	0	0	0	0	0
1684	1684	0	0	0	0	0
1685	1685	0	0	0	0	0
1686	1686	0	0	0	0	0
1687	1687	0	0	0	0	0
1688	1688	0	0	0	0	0
1689	1689	0	0	0	0	0
1690	1690	0	0	0	0	0
1691	1691	0	0	0	0	0
1692	1692	0	0	0	0	0
1693	1693	0	0	0	0	0
1694	1694	0	0	0	0	0
1695	1695	0	0	0	0	0
1696	1696	0	0	0	0	0
1697	1697	0	0	0	0	0
1698	1698	0	0	0	0	0
1699	1699	0	0	0	0	0
1700	1700	0	0	0	0	0
1701	1701	0	0	0	0	0
1702	1702	0	0	0	0	0
1703	1703	0	0	0	0	0
1704	1704	0	0	0	0	0
1705	1705	0	0	0	0	0
1706	1706	0	0	0	0	0
1707	1707	0	0	0	0	0
1708	1708	0	0	0	0	0
1709	1709	0	0	0	0	0
1710	1710	0	0	0	0	0
1711	1711	0	0	0	0	0
1712	1712	0	0	0	0	0
1713	1713	0	0	0	0	0
1714	1714	0	0	0	0	0
1715	1715	0	0	0	0	0
1716	1716	0	0	0	0	0
1717	1717	0	0	0	0	0
1718	1718	0	0	0	0	0
1719	1719	0	0	0	0	0
1720	1720	0	0	0	0	0
1721	1721	0	0	0	0	0
1722	1722	0	0	0	0	0
1723	1723	0	0	0	0	0
1724	1724	0	0	0	0	0
1725	1725	0	0	0	0	0
1726	1726	0	0	0	0	0
1727	1727	0	0	0	0	0
1728	1728	0	0	0	0	0
1729	1729	0	0	0	0	0
1730	1730	0	0	0	0	0
1731	1731	0	0	0	0	0
1732	1732	0	0	0	0	0
1733	1733	0	0	0	0	0
1734	1734	0	0	0	0	0
1735	1735	0	0	0	0	0
1736	1736	0	0	0	0	0
1737	1737	0	0	0	0	0
1738	1738	0	0	0	0	0
1739	1739	0	0	0	0	0
1740	1740	0	0	0	0	0
1741	1741	0	0	0	0	0
1742	1742	0	0	0	0	0
1743	1743	0	0	0	0	0
1744	1744	0	0	0	0	0
1745	1745	0	0	0	0	0
1746	1746	0	0	0	0	0
1747	1747	0	0	0	0	0
1748	1748	0	0	0	0	0
1749	1749	0	0	0	0	0
1750	1750	0	0	0	0	0
1751	1751	0	0	0	0	0
1752	1752	0	0	0	0	0
1753	1753	0	0	0	0	0
1754	1754	0	0	0	0	0
1755	1755	0	0	0	0	0
1756	1756	0	0	0	0	0
1757	1757	0	0	0	0	0
1758	1758	0	0	0	0	0
1759	1759	0	0	0	0	0
1760	1760	0	0	0	0	0
1761	1761	0	0	0	0	0
1762	1762	0	0	0	0	0
1763	1763	0	0	0	0	0
1764	1764	0	0	0	0	0
1765	1765	0	0	0	0	0
1766	1766	0	0	0	0	0
1767	1767	0	0	0	0	0
1768	1768	0	0	0	0	0
1769	1769	0	0	0	0	0
1770	1770	0	0	0	0	0
1771	1771	0	0	0	0	0
1772	1772	0	0	0	0	0
1773	1773	0	0	0	0	0
1774	1774	0	0	0	0	0
1775	1775	0	0	0	0	0
1776	1776	0	0	0	0	0
1777	1777	0	0	0	0	0
1778	1778	0	0	0	0	0
1779	1779	0	0	0	0	0
1780	1780	0	0	0	0	0
1781	1781	0	0	0	0	0
1782	1782	0	0	0	0	0
1783	1783	0	0	0	0	0
1784	1784	0	0	0	0	0
1785	1785	0	0	0	0	0
1786	1786	0	0	0	0	0
1787	1787	0	0	0	0	0
1788	1788	0	0	0	0	0
1789	1789	0	0	0	0	0
1790	1790	0	0	0	0	0
1791	1791	0	0	0	0	0
1792	1792	0	0	0	0	0
1793	1793	0	0	0	0	0
1794	1794	0	0	0	0	0
1795	1795	0	0	0	0	0
1796	1796	0	0	0	0	0
1797	1797	0	0	0	0	0
1798	1798	0	0	0	0	0
1799	1799	0	0	0	0	0
1800	1800	0	0	0	0	0
1801	1801	0	0	0	0	0
1802	1802	0	0	0	0	0
1803	1803	0	0	0	0	0
1804	1804	0	0	0	0	0
1805	1805	0	0	0	0	0
1806	1806	0	0	0	0	0
1807	1807	0	0	0	0	0
1808	1808	0	0	0	0	0
1809	1809	0	0	0	0	0
1810	1810	0	0	0	0	0
1811	1811	0	0	0	0	0
1812	1812	0	0	0	0	0
1813	1813	0	0	0	0	0
1814	1814	0	0	0	0	0
1815	1815	0	0	0	0	0
1816	1816	0	0	0	0	0
1817	1817	0	0	0	0	0
1818	1818	0	0	0	0	0
1819	1819	0	0	0	0	0
1820	1820	0	0	0	0	0
1821	1821	0	0	0	0	0
1822	1822	0	0	0	0	0
1823	1823	0	0	0	0	0
1824	1824	0	0	0	0	0
1825	1825	0	0	0	0	0
1826	1826	0	0	0	0	0
1827	1827	0	0	0	0	0
1828	1828	0	0	0	0	0
1829	1829	0	0	0	0	0
1830	1830	0	0	0	0	0
1831	1831	0	0	0	0	0
1832	1832	0	0	0	0	0
1833	1833	0	0	0	0	0
1834	1834	0	0	0	0	0
1835	1835	0	0	0	0	0
1836	1836	0	0	0	0	0
1837	1837	0	0	0	0	0
1838	1838	0	0	0	0	0
1839	1839	0	0	0	0	0
1840	1840	0	0	0	0	0
1841	1841	0	0	0	0	0
1842	1842	0	0	0	0	0
1843	1843	0	0	0	0	0
1844	1844	0	0	0	0	0
1845	1845	0	0	0	0	0
1846	1846	0	0	0	0	0
1847	1847	0	0	0	0	0
1848	1848	0	0	0	0	0
1849	1849	0	0	0	0	0
1850	1850	0	0	0	0	0
1851	1851	0	0	0	0	0
1852	1852	0	0	0	0	0
1853	1853	0	0	0	0	0
1854	1854	0	0	0	0	0
1855	1855	0	0	0	0	0
1856	1856	0	0	0	0	0
1857	1857	0	0	0	0	0
1858	1858	0	0	0	0	0
1859	1859	0	0	0	0	0
1860	1860	0	0	0	0	0
1861	1861	0	0	0	0	0
1862	1862	0	0	0	0	0
1863	1863	0	0	0	0	0
1864	1864	0	0	0	0	0
1865	1865	0	0	0	0	0
1866	1866	0	0	0	0	0
1867	1867	0	0	0	0	0
1868	1868	0	0	0	0	0
1869	1869	0	0	0	0	0
1870	1870	0	0	0	0	0
1871	1871	0	0	0	0	0
